sentence	label
What is the address of the famous Mexican star `` Thalia '' ?	4
What sea did the Romans call mare nostrum ?	4
What 's the only East european country not tied to the ruble ?	4
Where is Webster University ?	4
What city did the Flintstones live in ?	4
What are the names of the tourist attractions in Reims ?	4
What facial feature typically contains about 55 hairs ?	0
What college did Joe Namath play football for ?	3
Who plays shortstop for Charlie Brown 's baseball team ?	3
How can I get started in writing for television ?	0
Who founded the People 's Temple Commune ?	3
How is Answers.com different from KnowPost.com ?	0
Who founded the first aerodynamics laboratory in 1912 ?	3
Who released the Internet worm in the late 1980s ?	3
What title did Shevardnadze have during the Soviet era ?	3
What is commonly considered the fifth sense ?	0
What is thalassemia ?	0
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?	4
What is a phalanx ?	0
How many people died on D-Day ?	5
What is the size of the student body at the University of Massachusetts in Amherst ?	5
What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?	3
Who wrote the song , `` Stardust '' ?	3
How many disks does each player have in a four-handed game of Crokinole ?	5
What is one of the cities that the University of Minnesota is located in ?	4
Who was the lawyer for Randy Craft ?	3
What television network flogged its sports programming on Inga Nielsen 's body in 197 ?	3
How many people visit the Pope each month ?	5
What is osteichthyes ?	0
What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?	1
What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?	1
Which presidents of the USA were Masons ?	3
What Indian tribe is F Troop perpetually doing battle with ?	3
What country 's capital was formed when Pesth and Buda merged ?	4
What plant is rum made from ?	1
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?	5
What 1920s cowboy star rode Tony the Wonder Horse ?	3
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?	0
What does the word `` opera '' mean ?	0
What state produces the best lobster to eat ?	4
What are values ?	0
How many stars are there in Big Dipper ?	5
What volcano showers ash on Sicily ?	4
What nationality is Gorbachev ?	4
What tennis player has the nickname `` Nasty '' ?	3
What is the history of Hot Wheels cars , and how are they produced ?	0
What is the size of the largest akita ?	5
Who is the Greek God of the Sea ?	3
What does BMW stand for ?	2
What is the origin of the peace symbol ?	0
What famed London criminal court was once a feudal castle ?	4
Where can I find a lesson plan for teaching the metric system conversion to American standard ?	4
What is the largest shopping mall in the world ?	4
What is the size of Argentina ?	5
How come light bulbs go out ?	0
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?	5
How many letters appear with the numbers 2 to 9 on a telephone dial ?	5
Where can I find up-to-date coastal ocean surface temperature information , preferably along North America and the Caribbean ?	4
What is the chromosome number of an elephant ?	5
What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?	0
What does the number `` 5 '' stand for on FUBU clothing ?	2
What makes you fat ?	0
What kind of women gave Sigmund Freud erotic dreams ?	3
What 's the meaning of the Latin battle cry : Ad arma , ad arma .	0
Who is the superstar in rent-a-cars ?	3
What does a pedometer measure ?	1
What country 's national passenger rail system is called Via ?	4
What is the latitude and longitude of El Paso , Texas ?	5
What is the difference between a bottle and a jar ?	0
What are the top 10 colleges in the United States in the field of engineering ?	3
What does the term glory hole mean ?	0
What culture developed the idea of potlatch ?	3
Where is the bridge over the river Kwai ?	4
What is the recommended weight of a 15 year-old male that is 5 , 6 ?	5
How successful is arometherapy ?	0
Who 's won the most Oscars for costume design ?	3
What will happen when sodium is put in water ?	0
How many sides does an obelisk have ?	5
Which sex is denied voting rights in Kuwait ?	1
What was the Chivington Massacre ?	0
What is a Guild ?	0
What is an annotated bibliography ?	0
What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ?	4
What is the abbreviated expression for the National Bureau of Investigation ?	2
What shrubs can be planted that will be safe from deer ?	1
What is the principal river of Ireland ?	4
What is the orgin of xoxoxox ?	0
What businesses in Alaska were affected by the Exxon Valdez oil spill ?	3
Which German president was pressured into appointing Hitler chancellor in 1933 ?	3
What is a 2-sided object called ?	1
What are some good exercises for kids to do ?	1
What was the claim to fame of King Camp Gillette ?	0
Name of the lady the Great Gatsby pines for ?	3
Who invented batteries ?	3
What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?	3
Why didn 't European colonial rule spread until after the first and second industrial revolutions ?	0
Who did Richard Nixon tender his resignation to ?	3
What 's the favorite food of dragonflies ?	1
How many years is Johnnie Walker Black Label aged ?	5
What country does Ileana Cotrubas come from ?	4
What 's the International Lawn Tennis Challenge Trophy usually called ?	1
What 's the supreme policy-making bureau of the Soviet Communist Party ?	3
What 's the most common surname in America ?	3
Who wrote the lyrics to Porgy and Bess ?	3
What planet would you visit to see Bebrenia , Arcadia , and Amazonis ?	4
What wheel did Blaise Pascal invent in a search for perpetual motion ?	1
Who invented the stock ticker in 1870 ?	3
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?	0
What is Martin Luther King Jr. 's real birthday ?	5
How many states did Richard Nixon carry in 1972 ?	5
Where does Buzz Aldrin want to build a permanent , manned space station ?	4
What is the largest office block in the world ?	4
Who did Napolean defeat at Jena and Auerstadt ?	3
What is Betsy Ross famous for ?	0
What wild and crazy guy wrote a book called Cruel Shoes ?	3
What Peter Blatty novel recounts the horrors of Regan MacNeil 's possession by the devil ?	1
How long does a dog sleep ?	5
What piece of jewelry is pictured on Monopoly 's Luxury Tax space ?	1
What did Lenny Bruce say that got him arrested ?	0
What does the word terrorism mean ?	0
What dummy received an honorary degree from Northwestern University ?	3
What are some children 's rights ?	0
When was the first Barbie produced ?	5
What kind of dog is Scooby Doo ?	1
What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?	3
What movie did Steven Spielberg direct in 1975 ?	1
What events happened January 26 , 1978 ?	1
What is the tallest mountain ?	4
What do I have to do to get good grades in school ?	0
What is the estimated total U.S. whitetail deer population ?	5
What does a chairbound basophobic fear ?	1
How is ` qigong ' properly pronounced ?	0
What country was Mikhail Gorbachev the leader of ?	4
How do you write a book report ?	0
How many years do fossils take to form ?	5
What organ contains the islands of Langerhans ?	1
Who killed Lee Harvey Oswald ?	3
What is the treatment for depression ?	1
What is hydroelectricity ?	0
How did the months of the year get there name ?	0
What city in the U.S. experienced the most growth recently ?	4
Who painted Mother and Child ?	3
What happens to the female body with lack of sleep and food ?	0
In what year was actress Joan Collins born ?	5
What is the collective noun for geese ?	1
What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?	3
What was the sequel to The Pink Panther ?	1
What actor 's autobiography is titled All My Yesterdays ?	3
Who is the author of the book , `` The Iron Lady : A Biography of Margaret Thatcher '' ?	3
What robust U.S. President imported his own instructor after seeing a judo match ?	3
Where can I find a world atlas map online at no charge ?	4
In order from the top , the four stripes on a can of Pepsi are what colors ?	1
Where did makeup originate ?	4
What kind of organization is ` Last Chance for Animals ' ?	3
Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?	1
Who did Bobby Fischer beat to win the world chess championship ?	3
What does the policeman become in the Canadian edition of Monopoly ?	1
What Russian master spy lived in the U.S. under the name Emil Goldfus ?	3
What 's the motto of the Boy Scouts ?	0
Who played Emperor Palpatine in Star Wars ?	3
Who was the last woman executed in England ?	3
What does N est-ce pas mean ?	0
What 's a `` coup de poing '' to a French boxer ?	0
Where was the first restaurant ?	4
What are faults in the earth 's crust ?	0
Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?	3
What are some mythology websites ?	4
Why should cigarette smoking be banned ?	0
What type of animal is the easiest kept pet there is ?	1
Which Ventura County police department seized the largest cocaine shipment in it 's history ?	3
What is power steering ?	0
What do humans catch zoonose diseases from ?	1
What does the acronym CPR mean ?	2
What is a caul ?	0
What 's distinctive about a palmiped 's feet ?	0
What was the killer whale who died at Sea World of a fungal infection named ?	1
